kabupaten_kota,garis_kemiskinan_2015,garis_kemiskinan_2016,garis_kemiskinan_2017,garis_kemiskinan_2018,garis_kemiskinan_2019,garis_kemiskinan_2020,garis_kemiskinan_2021,garis_kemiskinan_2022,garis_kemiskinan_2023,garis_kemiskinan_2024,ipm_2015,ipm_2016,ipm_2017,ipm_2018,ipm_2019,ipm_2020,ipm_2021,ipm_2022,ipm_2023,ipm_2024,pengeluaran_perkapita_2015,pengeluaran_perkapita_2016,pengeluaran_perkapita_2017,pengeluaran_perkapita_2018,pengeluaran_perkapita_2019,pengeluaran_perkapita_2020,pengeluaran_perkapita_2021,pengeluaran_perkapita_2022,pengeluaran_perkapita_2023,pengeluaran_perkapita_2024
Kupang,282496.0,309208.0,325677.0,336984.0,356463.0,379600.0,386577.0,425750.0,471901.0,486458.0,62.04,62.39,62.79,63.55,64.43,64.32,64.41,65.04,65.82,66.57,7085.0,7217.0,7301.0,7472.0,7698.0,7526.0,7476.0,7776.0,8220.0,8508.0
Kutai Barat,410307.0,447311.0,485551.0,517621.0,542393.0,583532.0,598037.0,635478.0,679660.0,716440.0,69.34,69.99,70.18,70.69,71.63,71.19,72.07,72.92,73.72,74.5,9380.0,9492.0,9532.0,9849.0,10338.0,9712.0,10062.0,10740.0,11291.0,11903.0
Kutai Kartanegara,389195.0,424717.0,450581.0,485435.0,503968.0,548423.0,569640.0,605321.0,644570.0,682490.0,71.78,72.19,72.75,73.15,73.78,73.59,74.06,74.67,75.3,75.91,10250.0,10593.0,10692.0,10959.0,11152.0,10720.0,11048.0,11677.0,12323.0,12957.0
Kutai Timur,431328.0,470228.0,512345.0,543442.0,569449.0,610858.0,626492.0,659136.0,714241.0,753332.0,70.76,71.1,71.91,72.56,73.49,73.0,73.81,74.35,74.98,75.53,9704.0,9960.0,10273.0,10614.0,11196.0,10485.0,10868.0,11322.0,11961.0,12490.0
Labuhan Batu,298650.0,333144.0,352622.0,368357.0,389402.0,425035.0,457021.0,489503.0,524240.0,556900.0,70.23,70.5,71.0,71.39,71.94,72.01,72.09,72.92,73.69,74.18,10356.0,10559.0,10760.0,11053.0,11193.0,11150.0,11212.0,11474.0,11670.0,12102.0
Labuhan Batu Selatan,304632.0,330874.0,346305.0,355517.0,368205.0,404819.0,426574.0,448994.0,486275.0,533535.0,69.67,70.28,70.48,70.98,71.39,71.4,71.69,72.16,72.82,73.67,10319.0,10712.0,10892.0,11280.0,11553.0,11495.0,11562.0,11751.0,11950.0,12353.0
Labuhan Batu Utara,332815.0,361017.0,378024.0,395696.0,422063.0,471678.0,497922.0,527922.0,573783.0,607292.0,69.69,70.26,70.79,71.08,71.43,71.61,71.87,72.77,73.63,74.4,11201.0,11278.0,11510.0,11730.0,11957.0,11779.0,11840.0,12258.0,12429.0,12839.0
Lahat,332943.0,369359.0,385525.0,419658.0,428309.0,457569.0,485142.0,513085.0,547203.0,582041.0,65.25,65.75,66.38,66.99,67.62,67.44,67.58,68.4,69.1,69.77,8700.0,9037.0,9157.0,9600.0,10071.0,9730.0,9735.0,10296.0,10811.0,11255.0
Lamandau,350294.0,380888.0,409912.0,411088.0,430656.0,479514.0,539744.0,588591.0,634710.0,673768.0,68.3,68.54,69.17,69.7,70.51,70.51,70.58,71.11,71.81,72.25,9999.0,10049.0,10455.0,10996.0,11278.0,11190.0,11234.0,11559.0,12050.0,12278.0
Lamongan,303780.0,321002.0,335783.0,360444.0,380220.0,397980.0,419309.0,446601.0,481969.0,524636.0,69.84,70.34,71.11,71.97,72.57,72.58,73.12,74.02,74.53,75.13,9821.0,10252.0,10664.0,11108.0,11572.0,11456.0,11510.0,11648.0,12019.0,12419.0
Lampung Barat,335500.0,371926.0,382576.0,391444.0,400662.0,443313.0,457478.0,495283.0,530803.0,563531.0,64.54,65.45,66.06,66.74,67.5,67.8,67.9,68.39,69.11,69.84,8801.0,9106.0,9517.0,9741.0,9970.0,9929.0,9969.0,10175.0,10593.0,10965.0
Lampung Selatan,319448.0,346457.0,360594.0,375868.0,389236.0,422328.0,439421.0,470857.0,508494.0,528226.0,65.22,66.19,66.95,67.68,68.22,68.36,68.49,69.0,69.63,70.28,8746.0,9189.0,9310.0,9781.0,9978.0,9875.0,9931.0,10266.0,10617.0,11133.0
Lampung Tengah,336449.0,362475.0,373980.0,385132.0,394338.0,436777.0,450232.0,474289.0,503645.0,526313.0,67.61,68.33,68.95,69.73,70.04,70.16,70.23,70.8,71.6,72.37,10298.0,10674.0,10820.0,11052.0,11154.0,11219.0,11259.0,11710.0,12195.0,12595.0
Lampung Timur,307944.0,331765.0,342295.0,352173.0,360610.0,398298.0,411200.0,433965.0,465856.0,497183.0,67.1,67.88,68.05,69.04,69.34,69.37,69.66,70.58,71.21,71.84,9194.0,9416.0,9453.0,9908.0,10028.0,9983.0,10026.0,10403.0,10812.0,11262.0
Lampung Utara,346393.0,369628.0,379962.0,390927.0,400248.0,441045.0,451876.0,475290.0,510098.0,544994.0,65.2,65.95,66.58,67.17,67.63,67.67,67.89,68.33,68.95,69.62,7729.0,8212.0,8369.0,8559.0,8779.0,8733.0,8737.0,8951.0,9374.0,9837.0
Landak,287822.0,300123.0,320600.0,351942.0,374117.0,385314.0,395486.0,414536.0,451681.0,473797.0,64.12,64.58,64.93,65.45,65.96,65.98,66.21,67.17,68.14,69.08,6670.0,6737.0,6931.0,7183.0,7403.0,7357.0,7431.0,7969.0,8423.0,8868.0
Langkat,304825.0,348205.0,364517.0,382536.0,392050.0,412422.0,432371.0,453383.0,483543.0,507996.0,68.53,69.13,69.82,70.27,70.76,71.0,71.35,71.86,72.21,72.73,10364.0,10567.0,10784.0,11088.0,11208.0,11071.0,11142.0,11439.0,11632.0,12080.0
Lanny Jaya,383166.0,405347.0,446061.0,451802.0,464328.0,490508.0,537322.0,564670.0,625677.0,816044.0,44.18,45.16,46.49,47.34,48.0,47.86,48.68,49.62,50.56,51.59,3965.0,4106.0,4356.0,4517.0,4569.0,4350.0,4393.0,4559.0,4751.0,5026.0
Lebak,228146.0,246389.0,261880.0,283901.0,298201.0,334509.0,358479.0,380681.0,419066.0,440705.0,62.03,62.78,62.95,63.37,63.88,63.91,64.03,64.71,65.21,65.86,8111.0,8308.0,8372.0,8634.0,8850.0,8690.0,8724.0,8854.0,9130.0,9631.0
Lebong,308004.0,339045.0,362700.0,389973.0,404368.0,424637.0,440127.0,472738.0,507046.0,532432.0,64.72,65.58,65.87,66.28,66.84,67.01,67.46,68.12,68.71,69.27,10363.0,10682.0,10810.0,11071.0,11177.0,11124.0,11317.0,11644.0,12012.0,12362.0
Lembata,288970.0,309992.0,335693.0,353957.0,359792.0,388577.0,421901.0,464542.0,508575.0,517948.0,62.16,62.81,63.09,63.96,64.91,64.74,64.75,65.47,66.12,66.62,6888.0,7010.0,7084.0,7253.0,7474.0,7305.0,7257.0,7622.0,7962.0,8238.0
Lima Puluh Kota,314949.0,357824.0,370506.0,388689.0,403030.0,451295.0,475123.0,504670.0,553068.0,582794.0,67.65,68.37,68.69,69.17,69.67,69.47,69.68,70.28,70.7,71.14,8774.0,8936.0,9151.0,9500.0,9842.0,9596.0,9668.0,10035.0,10285.0,10648.0
Lingga,354916.0,387244.0,395089.0,411387.0,429764.0,472384.0,484088.0,507223.0,540936.0,562906.0,61.28,62.44,63.45,64.06,64.98,65.29,65.83,66.57,67.44,68.19,11158.0,11280.0,11421.0,11499.0,12091.0,11998.0,11938.0,12134.0,12485.0,12906.0
Lombok Barat,353667.0,375684.0,390979.0,412487.0,431862.0,439595.0,466495.0,503509.0,546421.0,576478.0,64.62,65.55,66.37,67.18,68.03,68.2,68.61,69.41,70.15,70.67,10588.0,10924.0,11048.0,11367.0,11647.0,11304.0,11334.0,11754.0,11960.0,12431.0
Lombok Tengah,335286.0,357337.0,369645.0,386676.0,404633.0,421439.0,447200.0,480657.0,520852.0,549400.0,62.74,63.22,64.36,65.36,66.36,66.43,66.72,67.57,68.4,69.17,8846.0,9079.0,9319.0,9796.0,10196.0,9952.0,9962.0,10470.0,10948.0,11531.0
Lombok Timur,359235.0,382861.0,396668.0,414721.0,430727.0,447263.0,472304.0,503525.0,546404.0,583957.0,62.83,63.7,64.37,65.35,66.23,66.3,66.66,67.59,68.41,69.23,8100.0,8449.0,8805.0,9268.0,9639.0,9409.0,9450.0,9631.0,10152.0,10571.0
Lombok Utara,363367.0,387265.0,398702.0,416705.0,437543.0,451721.0,478906.0,514755.0,556462.0,594789.0,61.15,62.24,63.04,63.83,64.49,64.42,64.77,65.7,66.62,67.24,7940.0,8155.0,8637.0,8888.0,9279.0,9006.0,9057.0,9433.0,9785.0,10272.0
Lumajang,245806.0,258840.0,267366.0,281461.0,296633.0,318196.0,334906.0,352776.0,386995.0,405136.0,63.02,63.74,64.23,64.83,65.33,65.46,66.07,66.95,67.87,68.8,7921.0,8311.0,8503.0,8931.0,9274.0,9088.0,9203.0,9466.0,9720.0,10124.0
Luwu,252549.0,271804.0,281195.0,305722.0,318911.0,347539.0,359925.0,381015.0,414118.0,433898.0,68.11,68.71,69.02,69.6,70.39,70.51,70.85,71.36,72.16,72.79,9160.0,9301.0,9381.0,9705.0,10085.0,10014.0,10116.0,10308.0,10691.0,11121.0
Luwu Timur,254957.0,277520.0,289214.0,315478.0,333739.0,350576.0,371947.0,394158.0,438178.0,460356.0,70.43,70.95,71.46,72.16,72.8,73.22,73.34,73.92,74.35,74.95,11926.0,11960.0,12030.0,12346.0,12802.0,12814.0,12886.0,13058.0,13451.0,13867.0
Luwu Utara,265822.0,288081.0,299339.0,329967.0,342277.0,354669.0,368716.0,382251.0,414548.0,431980.0,67.44,67.81,68.35,68.79,69.46,69.57,70.02,70.51,71.34,72.07,10697.0,10786.0,11101.0,11429.0,11583.0,11562.0,11736.0,12105.0,12513.0,12866.0
Madiun,277092.0,294451.0,306769.0,327536.0,344994.0,364638.0,380287.0,405127.0,437296.0,460205.0,69.39,69.67,70.27,71.01,71.69,71.73,71.88,72.39,72.97,73.74,10710.0,10904.0,11012.0,11351.0,11650.0,11574.0,11658.0,11848.0,12259.0,12668.0
Magelang,253866.0,271800.0,281237.0,296327.0,325921.0,342430.0,353608.0,377497.0,411129.0,431289.0,67.13,67.85,68.39,69.11,69.87,69.87,70.12,70.85,71.45,71.99,8182.0,8501.0,8627.0,9025.0,9387.0,9301.0,9440.0,10011.0,10493.0,10926.0
Magetan,272972.0,288246.0,297874.0,319909.0,336989.0,354936.0,371182.0,396696.0,431203.0,455119.0,71.39,71.94,72.6,72.91,73.49,73.92,74.15,74.85,75.41,75.87,10594.0,10988.0,11288.0,11539.0,11779.0,11776.0,11833.0,12031.0,12495.0,12915.0
Majalengka,379354.0,393071.0,409559.0,440776.0,445184.0,453201.0,466813.0,483319.0,520713.0,547912.0,64.75,65.25,65.92,66.72,67.52,67.59,67.81,68.56,69.13,69.74,8477.0,8594.0,8833.0,9416.0,9822.0,9521.0,9591.0,9950.0,10340.0,10842.0
Majene,290568.0,320726.0,335248.0,349522.0,360362.0,384344.0,399350.0,433111.0,461255.0,482173.0,64.4,64.8,65.4,66.01,66.59,66.91,67.29,67.84,68.62,69.42,9227.0,9441.0,9559.0,9904.0,10029.0,10056.0,10028.0,10152.0,10462.0,10909.0
Malaka,279799.0,302584.0,321052.0,330899.0,348919.0,371812.0,378824.0,419292.0,458399.0,474853.0,57.51,58.29,58.9,59.66,60.34,60.21,60.42,61.34,62.06,62.73,5563.0,5658.0,5726.0,5894.0,5998.0,5901.0,5861.0,6250.0,6569.0,6879.0
Malang,265629.0,282933.0,294904.0,314550.0,329512.0,338156.0,348695.0,367579.0,399647.0,420334.0,66.63,67.51,68.47,69.4,70.35,70.36,70.6,71.38,72.16,72.68,8845.0,9018.0,9356.0,9844.0,10270.0,10028.0,10163.0,10326.0,10791.0,11190.0
Malinau,473906.0,516247.0,528287.0,539742.0,585654.0,616161.0,650444.0,692605.0,749933.0,791037.0,70.15,70.71,71.23,71.74,72.06,71.94,72.32,72.75,73.19,73.9,9415.0,9529.0,9586.0,9853.0,10121.0,9611.0,9928.0,10304.0,10708.0,11190.0
Maluku Barat Daya,329863.0,352004.0,374816.0,441211.0,468842.0,521899.0,535594.0,586021.0,658036.0,686428.0,58.64,59.43,60.16,60.64,61.55,61.9,62.37,63.07,63.93,64.86,6189.0,6298.0,6508.0,6721.0,6888.0,6890.0,6918.0,7010.0,7223.0,7600.0
Maluku Tengah,391011.0,405118.0,424632.0,431512.0,474224.0,503800.0,515582.0,542782.0,589125.0,614323.0,68.85,69.54,70.09,70.6,71.25,71.25,71.32,71.81,72.45,73.21,9578.0,9672.0,9875.0,10106.0,10298.0,10210.0,10243.0,10406.0,10788.0,11183.0
Maluku Tenggara,331518.0,350661.0,373386.0,436927.0,464649.0,517821.0,549047.0,595041.0,669140.0,695738.0,63.35,64.2,64.94,65.53,65.85,66.2,66.33,66.88,67.57,68.24,6851.0,7063.0,7302.0,7481.0,7625.0,7545.0,7580.0,7795.0,8174.0,8553.0
Mamasa,213369.0,226202.0,239112.0,249103.0,256544.0,273513.0,283758.0,312206.0,329768.0,347008.0,63.17,63.51,63.92,64.66,65.32,66.02,66.63,67.21,67.83,68.37,7102.0,7231.0,7353.0,7597.0,7769.0,7747.0,7736.0,7837.0,8108.0,8415.0
Mamberamo Raya,569859.0,591595.0,658412.0,666886.0,683779.0,727830.0,769848.0,803286.0,834564.0,861147.0,48.29,49.0,50.25,51.24,52.2,51.78,52.18,53.1,54.08,55.0,4324.0,4387.0,4596.0,4755.0,4807.0,4581.0,4603.0,4806.0,5105.0,5298.0
Mamberamo Tengah,316341.0,336736.0,370978.0,375753.0,388619.0,412574.0,449409.0,475436.0,526584.0,713489.0,43.55,44.15,45.5,46.41,47.23,47.57,48.32,49.25,50.22,50.72,4051.0,4219.0,4510.0,4609.0,4671.0,4462.0,4487.0,4630.0,4855.0,4943.0
Mamuju,202167.0,223150.0,241616.0,252429.0,259969.0,277078.0,287896.0,319586.0,340795.0,356903.0,65.09,65.65,66.32,67.11,67.72,68.15,68.32,68.88,69.61,70.4,8557.0,8689.0,9019.0,9308.0,9535.0,9500.0,9494.0,9668.0,10075.0,10440.0
Mamuju Tengah,203120.0,215769.0,226559.0,236699.0,239592.0,255440.0,265413.0,290030.0,309227.0,324888.0,62.22,62.89,63.64,64.43,65.1,65.71,66.18,66.89,67.45,68.36,7404.0,7521.0,7931.0,8243.0,8501.0,8414.0,8408.0,8633.0,8821.0,9250.0
Mandailing Natal,280506.0,304669.0,319777.0,336820.0,356058.0,400721.0,423017.0,450345.0,487436.0,519553.0,63.99,64.55,65.13,65.83,66.52,66.79,67.19,68.05,68.56,69.33,9096.0,9237.0,9385.0,9653.0,9900.0,9684.0,9771.0,10061.0,10251.0,10644.0
Manggarai,264012.0,283439.0,306419.0,311833.0,316910.0,340633.0,371531.0,407261.0,443908.0,454625.0,60.87,61.67,62.24,63.32,64.15,64.54,65.01,65.83,66.42,67.28,6875.0,7008.0,7056.0,7175.0,7276.0,7203.0,7133.0,7580.0,7903.0,8204.0
Manggarai Barat,263746.0,282412.0,304277.0,313380.0,318546.0,340094.0,370943.0,405746.0,444474.0,458834.0,60.04,60.63,61.65,62.58,63.5,63.89,64.17,64.92,65.81,66.65,7012.0,7149.0,7269.0,7426.0,7602.0,7468.0,7410.0,7636.0,7913.0,8195.0
Manggarai Timur,260411.0,276703.0,299530.0,313593.0,318762.0,344642.0,373972.0,411670.0,446504.0,458116.0,56.83,57.5,58.51,59.49,60.47,60.85,61.37,62.3,63.24,64.2,5246.0,5396.0,5643.0,5809.0,5919.0,5818.0,5780.0,6145.0,6276.0,6561.0
Manokwari,502049.0,517296.0,547494.0,575114.0,629074.0,651032.0,663438.0,690028.0,752635.0,802749.0,69.91,70.34,70.67,71.17,71.67,72.01,72.02,72.6,73.21,73.83,11328.0,11440.0,11595.0,11789.0,11994.0,12207.0,11977.0,12179.0,12566.0,13008.0
Manokwari Selatan,506558.0,525241.0,557907.0,578734.0,635595.0,678494.0,686235.0,702674.0,719773.0,734246.0,56.59,57.12,58.08,58.84,59.72,59.84,59.85,60.68,61.55,62.45,4578.0,4702.0,5012.0,5225.0,5511.0,5505.0,5505.0,5691.0,5948.0,6139.0
Mappi,260880.0,273699.0,300400.0,301237.0,330427.0,351801.0,375922.0,402212.0,427352.0,480727.0,56.11,56.54,57.1,57.72,58.3,58.15,58.7,59.61,60.57,61.51,5780.0,5951.0,6143.0,6268.0,6513.0,6353.0,6327.0,6550.0,6821.0,7068.0
Maros,307717.0,336579.0,348726.0,376749.0,405944.0,414324.0,424637.0,450275.0,510040.0,530070.0,67.13,67.76,68.42,68.94,69.5,69.86,70.41,71.0,71.63,72.11,9468.0,9758.0,10121.0,10558.0,10981.0,10963.0,11032.0,11403.0,11795.0,12209.0
Maybrat,292468.0,300860.0,319571.0,335912.0,359500.0,383715.0,396386.0,479977.0,515069.0,565725.0,55.78,56.35,57.23,58.16,59.15,59.52,59.7,60.49,61.29,61.83,4576.0,4692.0,4905.0,5168.0,5391.0,5336.0,5245.0,5425.0,5669.0,5824.0
Melawi,408635.0,431660.0,461462.0,509138.0,534933.0,550535.0,570434.0,602209.0,640608.0,666972.0,63.78,64.25,64.43,65.05,65.54,65.55,65.87,66.81,67.76,68.66,7841.0,7858.0,7922.0,8202.0,8465.0,8332.0,8415.0,8830.0,9155.0,9596.0
Merangin,310997.0,325181.0,347523.0,374250.0,406466.0,440156.0,453696.0,489880.0,537492.0,617011.0,67.15,67.86,68.3,68.81,69.07,69.19,69.53,69.98,70.81,71.66,9456.0,9644.0,9753.0,10133.0,10312.0,10279.0,10380.0,10714.0,10969.0,11425.0
Merauke,294257.0,310420.0,342842.0,345965.0,346502.0,366296.0,387443.0,408710.0,434596.0,484224.0,67.75,68.09,68.64,69.38,69.98,70.09,70.49,71.24,72.19,72.73,9953.0,10016.0,10277.0,10430.0,10498.0,10097.0,10201.0,10424.0,10747.0,11077.0
Mesuji,328859.0,353477.0,360105.0,370497.0,382020.0,423133.0,436653.0,459977.0,525183.0,555729.0,59.79,60.72,61.87,62.88,63.52,63.63,64.04,64.94,65.64,66.46,6836.0,7099.0,7319.0,7774.0,8144.0,7894.0,7980.0,8466.0,8947.0,9454.0
Mimika,597620.0,634370.0,684282.0,762184.0,836301.0,870355.0,936862.0,1002327.0,1056252.0,1099143.0,70.89,71.64,72.42,73.15,74.13,74.19,74.48,75.08,75.91,76.85,10952.0,11169.0,11591.0,11700.0,12035.0,11431.0,11400.0,11647.0,12076.0,12487.0
Minahasa,234223.0,249736.0,255535.0,261388.0,275444.0,285596.0,299072.0,308634.0,338802.0,352693.0,73.59,74.37,74.59,74.97,75.47,75.29,75.73,76.18,76.96,77.74,11405.0,11827.0,12026.0,12319.0,12720.0,12395.0,12481.0,12690.0,13027.0,13681.0
Minahasa Selatan,262940.0,283561.0,296600.0,303738.0,324860.0,336715.0,352603.0,365119.0,394739.0,435428.0,69.18,69.97,70.05,70.86,71.68,72.11,72.32,72.89,73.66,74.17,10674.0,11133.0,11162.0,11410.0,11760.0,11481.0,11554.0,11717.0,12090.0,12529.0
Minahasa Tenggara,277491.0,285791.0,298736.0,305919.0,325896.0,332966.0,346746.0,356988.0,385636.0,402654.0,68.05,68.42,68.91,69.66,70.47,70.51,71.06,71.48,71.93,72.66,9679.0,10002.0,10105.0,10354.0,10665.0,10408.0,10479.0,10753.0,11034.0,11511.0
Minahasa Utara,261951.0,282494.0,294308.0,300764.0,321679.0,333535.0,347938.0,362428.0,391699.0,427412.0,71.09,71.49,72.2,73.05,73.95,73.9,74.11,74.69,75.31,75.89,10410.0,10789.0,11075.0,11318.0,11712.0,11405.0,11481.0,11593.0,11958.0,12412.0
Mojokerto,311022.0,330940.0,345487.0,370610.0,394003.0,406043.0,417784.0,445608.0,486520.0,508618.0,70.85,71.38,72.36,72.64,73.53,73.83,74.15,74.89,75.53,75.98,11559.0,11798.0,12240.0,12454.0,12860.0,12779.0,12844.0,13051.0,13467.0,13903.0
Morowali,343269.0,379001.0,381753.0,402292.0,428744.0,463140.0,478409.0,507523.0,553185.0,590027.0,69.12,69.69,70.41,71.14,72.02,72.21,72.29,72.55,73.02,73.54,10245.0,10575.0,11012.0,11159.0,11277.0,10993.0,11028.0,11291.0,11708.0,12281.0
Morowali Utara,347848.0,379736.0,392811.0,412942.0,441554.0,474170.0,486511.0,519441.0,556204.0,594137.0,66.0,66.57,67.35,67.95,68.45,68.36,68.48,68.97,69.73,70.58,8422.0,8594.0,8842.0,8985.0,9109.0,8853.0,8890.0,9242.0,9623.0,10032.0
Muara Enim,294595.0,316729.0,331554.0,353012.0,367761.0,390342.0,405782.0,426216.0,467396.0,491107.0,65.82,66.71,67.63,68.28,68.88,68.74,68.86,69.43,70.24,71.0,9397.0,9766.0,10575.0,11012.0,11285.0,10951.0,10995.0,11304.0,11683.0,12291.0
Muaro Jambi,245123.0,255918.0,295983.0,353583.0,375372.0,409104.0,425294.0,462035.0,535244.0,617948.0,66.66,67.55,67.86,68.34,69.01,69.18,69.55,70.18,71.04,71.91,7630.0,7990.0,8145.0,8456.0,8697.0,8556.0,8825.0,9118.0,9525.0,10007.0
Mukomuko,333767.0,365084.0,388823.0,411795.0,426737.0,448127.0,464473.0,494426.0,534660.0,566069.0,65.77,66.52,67.07,67.47,68.12,68.45,68.64,69.12,69.97,70.63,9296.0,9482.0,9770.0,10036.0,10381.0,10266.0,10405.0,10747.0,11075.0,11665.0
Muna,269838.0,289049.0,296383.0,314928.0,342948.0,358333.0,368922.0,387114.0,419071.0,434750.0,65.99,66.96,67.61,68.47,68.97,69.02,69.17,69.61,70.16,71.05,7742.0,7928.0,8000.0,8098.0,8253.0,8203.0,8218.0,8328.0,8703.0,9107.0
Murung Raya,378062.0,402682.0,421903.0,442639.0,462334.0,492693.0,510939.0,550105.0,607650.0,646759.0,66.46,66.96,67.16,67.56,67.89,67.98,68.12,68.63,69.42,70.03,9328.0,9742.0,9872.0,10164.0,10471.0,10419.0,10449.0,10697.0,11053.0,11503.0
Musi Banyuasin,381154.0,412591.0,430771.0,466822.0,486476.0,519797.0,537774.0,566393.0,593258.0,594355.0,65.76,66.45,66.96,67.57,67.83,67.69,68.1,68.6,69.17,70.12,8850.0,9452.0,9705.0,10212.0,10364.0,10088.0,10140.0,10453.0,10862.0,11424.0
Musi Rawas,342956.0,377135.0,392740.0,427595.0,437854.0,467766.0,493675.0,524110.0,564151.0,589926.0,64.11,64.75,65.31,66.18,66.92,66.79,67.01,67.78,68.26,68.95,8876.0,9140.0,9218.0,9562.0,9795.0,9520.0,9550.0,10107.0,10429.0,11058.0
Musi Rawas Utara,358721.0,401205.0,417805.0,456844.0,470485.0,504598.0,532273.0,565070.0,604903.0,638089.0,62.32,63.05,63.18,63.75,64.32,64.49,64.93,65.74,66.6,67.4,9051.0,9272.0,9348.0,9795.0,10223.0,9783.0,9855.0,10283.0,10631.0,11198.0
Nabire,486456.0,520951.0,575361.0,579470.0,579753.0,612872.0,665325.0,705953.0,771751.0,833652.0,66.49,66.64,67.11,67.7,68.53,68.83,69.15,69.91,70.84,71.77,8725.0,8779.0,8983.0,9143.0,9195.0,8840.0,8856.0,9040.0,9381.0,9856.0
Nagan Raya,361359.0,374236.0,400811.0,426827.0,446144.0,493121.0,508801.0,544300.0,594374.0,635820.0,66.73,67.32,67.78,68.15,69.11,69.18,69.31,70.1,70.78,71.72,7141.0,7460.0,7732.0,7936.0,8348.0,8216.0,8292.0,8581.0,9062.0,9523.0
Nagekeo,274620.0,292032.0,316717.0,323316.0,328646.0,353481.0,386027.0,422982.0,472041.0,487814.0,63.33,63.93,64.74,65.35,65.88,65.81,65.82,66.22,67.07,67.72,7906.0,8054.0,8119.0,8219.0,8469.0,8309.0,8254.0,8433.0,8706.0,8986.0
Natuna,276828.0,302043.0,332248.0,362519.0,378573.0,408164.0,420503.0,449302.0,480103.0,501927.0,70.87,71.23,71.52,72.1,72.63,72.72,73.09,73.47,74.21,74.56,13612.0,13834.0,13970.0,14217.0,14821.0,14705.0,14711.0,14834.0,15409.0,15560.0
Nduga,239201.0,296287.0,327233.0,331445.0,341566.0,360779.0,392990.0,420185.0,475682.0,654456.0,25.47,26.56,27.87,29.42,30.75,31.55,32.84,34.1,35.19,36.3,3625.0,3725.0,3972.0,4131.0,4181.0,3975.0,3976.0,4190.0,4352.0,4597.0
Ngada,271299.0,291602.0,315778.0,331266.0,336601.0,363531.0,396506.0,435916.0,477840.0,489139.0,65.1,65.61,66.47,67.1,67.76,67.88,67.88,68.26,69.14,69.52,8085.0,8195.0,8649.0,8857.0,8961.0,8865.0,8819.0,8997.0,9350.0,9585.0
Nganjuk,322820.0,341653.0,358216.0,388186.0,408160.0,428882.0,446232.0,474429.0,513565.0,539714.0,69.9,70.5,70.69,71.23,71.71,71.72,71.97,72.93,73.71,74.23,10995.0,11451.0,11560.0,11768.0,12200.0,12130.0,12172.0,12349.0,12821.0,13376.0
Ngawi,250008.0,264706.0,277539.0,301158.0,325235.0,342556.0,358663.0,382301.0,413947.0,445865.0,68.32,68.96,69.27,69.91,70.41,70.54,71.04,71.75,72.47,73.09,10584.0,10810.0,10899.0,11187.0,11468.0,11418.0,11459.0,11563.0,11897.0,12414.0
Nias,287527.0,330111.0,346374.0,353141.0,361698.0,405355.0,428739.0,454570.0,485533.0,520024.0,58.85,59.75,60.21,60.82,61.65,61.93,62.74,63.69,64.56,65.55,6234.0,6409.0,6629.0,6941.0,7042.0,6898.0,6995.0,7196.0,7301.0,7698.0
Nias Barat,307907.0,352570.0,361397.0,386431.0,393450.0,433249.0,458533.0,487469.0,520543.0,556919.0,58.25,59.03,59.56,60.42,61.14,61.51,61.99,62.93,63.7,64.67,5207.0,5391.0,5594.0,5817.0,6009.0,5830.0,5924.0,6152.0,6382.0,6740.0
Nias Selatan,220455.0,238119.0,249225.0,261104.0,279468.0,312453.0,329308.0,350452.0,379929.0,406429.0,58.74,59.14,59.85,60.75,61.59,61.89,62.35,63.17,64.12,65.02,6454.0,6647.0,6792.0,6941.0,7105.0,6974.0,7041.0,7195.0,7299.0,7730.0
Nias Utara,326303.0,370371.0,381696.0,383552.0,390564.0,429836.0,455118.0,474533.0,501443.0,535575.0,59.88,60.23,60.57,61.08,61.98,62.36,62.82,63.75,64.64,65.62,5627.0,5770.0,5835.0,6041.0,6245.0,6064.0,6155.0,6575.0,6788.0,7189.0
Nunukan,327515.0,351479.0,377736.0,403045.0,430630.0,450718.0,479712.0,519231.0,556342.0,597431.0,63.35,64.35,65.1,65.67,66.32,65.79,66.46,67.16,67.7,68.52,6199.0,6333.0,6680.0,6956.0,7290.0,6804.0,7064.0,7446.0,7787.0,8265.0
Ogan Ilir,338911.0,367067.0,386740.0,416098.0,433616.0,469746.0,492537.0,523864.0,571657.0,589012.0,65.35,65.45,65.63,66.43,67.22,67.06,67.17,67.96,68.76,69.4,9809.0,9846.0,9972.0,10412.0,10777.0,10424.0,10454.0,11069.0,11456.0,12093.0
Ogan Komering Ilir,274843.0,295852.0,310341.0,333505.0,347121.0,375837.0,393240.0,416417.0,444881.0,473057.0,64.73,65.44,66.11,66.57,66.96,66.82,67.17,68.02,68.65,69.33,9723.0,10039.0,10306.0,10706.0,11032.0,10725.0,10755.0,11251.0,11736.0,12305.0
Ogan Komering Ulu,328496.0,365341.0,380254.0,415785.0,428200.0,457452.0,481139.0,511887.0,548200.0,563523.0,67.18,67.47,68.28,69.01,69.45,69.32,69.6,70.24,71.01,71.55,8923.0,8993.0,9340.0,9940.0,10261.0,10020.0,10040.0,10499.0,10859.0,11339.0
