kabupaten_kota,ipm,garis_kemiskinan,pengeluaran_perkapita,tahun
Lembata,63.96,353957.0,7253.0,2018
Flores Timur,63.55,281757.0,7573.0,2018
Sikka,63.89,298357.0,7958.0,2018
Ende,66.62,358986.0,8995.0,2018
Ngada,67.1,331266.0,8857.0,2018
Manggarai,63.32,311833.0,7175.0,2018
Rote Ndao,61.51,287867.0,6484.0,2018
Manggarai Barat,62.58,313380.0,7426.0,2018
Sumba Tengah,60.07,280425.0,6093.0,2018
Sumba Barat Daya,61.89,350906.0,6298.0,2018
Nagekeo,65.35,323316.0,8219.0,2018
Manggarai Timur,59.49,313593.0,5809.0,2018
Sabu Raijua,55.79,368187.0,5245.0,2018
Malaka,59.66,330899.0,5894.0,2018
Kota Kupang,78.84,518095.0,13199.0,2018
Sambas,66.61,407346.0,9774.0,2018
Bengkayang,66.85,339891.0,9072.0,2018
Landak,65.45,351942.0,7183.0,2018
Sanggau,65.15,312909.0,8126.0,2018
Ketapang,66.41,432354.0,8988.0,2018
Sintang,66.07,551704.0,8624.0,2018
Kapuas Hulu,65.03,430652.0,7074.0,2018
Sekadau,63.69,313930.0,7326.0,2018
Melawi,65.05,509138.0,8202.0,2018
Kayong Utara,61.82,287078.0,7552.0,2018
Kubu Raya,67.23,377302.0,8532.0,2018
Kota Pontianak,78.56,483618.0,14322.0,2018
Kota Singkawang,71.08,464673.0,11514.0,2018
Kotawaringin Barat,72.46,344337.0,12788.0,2018
Kotawaringin Timur,70.56,393474.0,11556.0,2018
Kapuas,68.68,291820.0,10738.0,2018
Barito Selatan,69.73,389405.0,11242.0,2018
Barito Utara,69.72,450936.0,9357.0,2018
Sukamara,67.52,442086.0,8482.0,2018
Lamandau,69.7,411088.0,10996.0,2018
Seruyan,67.04,428539.0,9110.0,2018
Katingan,67.91,420418.0,10327.0,2018
Pulang Pisau,67.54,349978.0,9807.0,2018
Gunung Mas,70.23,388864.0,10504.0,2018
Barito Timur,70.82,478510.0,11000.0,2018
Murung Raya,67.56,442639.0,10164.0,2018
Kota Palangka Raya,80.34,353853.0,13677.0,2018
Tanah Laut,68.49,447212.0,11209.0,2018
Banjar,68.32,400081.0,12571.0,2018
Barito Kuala,65.91,297199.0,9780.0,2018
Tapin,69.53,405591.0,11847.0,2018
Hulu Sungai Selatan,68.41,444455.0,12535.0,2018
Hulu Sungai Tengah,68.32,354214.0,12138.0,2018
Hulu Sungai Utara,65.06,420783.0,9567.0,2018
Tabalong,71.14,446765.0,11227.0,2018
Tanah Bumbu,70.05,451714.0,11710.0,2018
Balangan,67.88,382835.0,11442.0,2018
Kota Banjarmasin,76.83,477210.0,14256.0,2018
Kota Banjar Baru,78.83,572195.0,13590.0,2018
Paser,71.61,455635.0,10605.0,2018
Kutai Barat,70.69,517621.0,9849.0,2018
Kutai Kartanegara,73.15,485435.0,10959.0,2018
Kutai Timur,72.56,543442.0,10614.0,2018
Berau,74.01,502564.0,12207.0,2018
Penajam Paser Utara,71.13,447539.0,11492.0,2018
Kota Balikpapan,79.81,545971.0,14557.0,2018
Kota Samarinda,79.93,616365.0,14466.0,2018
Kota Bontang,79.86,549830.0,16698.0,2018
Malinau,71.74,539742.0,9853.0,2018
Bulungan,71.23,413294.0,9310.0,2018
Tana Tidung,67.05,376876.0,7511.0,2018
Nunukan,65.67,403045.0,6956.0,2018
Kota Tarakan,75.69,613593.0,11153.0,2018
Bolaang Mongondow,66.91,295834.0,10054.0,2018
Minahasa,74.97,261388.0,12319.0,2018
Kepulauan Sangihe,69.67,250475.0,11397.0,2018
Kepulauan Talaud,68.32,265839.0,8525.0,2018
Minahasa Selatan,70.86,303738.0,11410.0,2018
Minahasa Utara,73.05,300764.0,11318.0,2018
Bolaang Mongondow Utara,66.32,238645.0,8992.0,2018
Siau Tagulandang Biaro,66.75,284021.0,8097.0,2018
Minahasa Tenggara,69.66,305919.0,10354.0,2018
Bolaang Mongondow Selatan,64.49,295875.0,8743.0,2018
Bolaang Mongondow Timur,65.21,302924.0,8856.0,2018
Kota Manado,78.41,364820.0,13814.0,2018
Kota Bitung,73.27,368574.0,12168.0,2018
Kota Tomohon,75.78,363856.0,11647.0,2018
Kota Kotamobagu,72.55,298742.0,10663.0,2018
Banggai Kepulauan,64.68,317475.0,7545.0,2018
Banggai,69.85,373695.0,9712.0,2018
Morowali,71.14,402292.0,11159.0,2018
Poso,70.68,449834.0,8936.0,2018
Donggala,65.14,308212.0,8106.0,2018
Toli-Toli,64.6,299052.0,8017.0,2018
Buol,67.3,332163.0,8079.0,2018
Parigi Moutong,64.85,388440.0,9808.0,2018
Tojo Una-Una,63.38,442186.0,7608.0,2018
Sigi,67.66,316949.0,8236.0,2018
Banggai Laut,64.8,324734.0,7810.0,2018
Morowali Utara,67.95,412942.0,8985.0,2018
Kota Palu,80.91,492085.0,15074.0,2018
Kepulauan Selayar,66.04,348608.0,8666.0,2018
Bulukumba,67.7,310753.0,10331.0,2018
Bantaeng,67.76,260263.0,11153.0,2018
Jeneponto,63.33,356319.0,8957.0,2018
Takalar,66.07,335989.0,10134.0,2018
Gowa,68.87,365503.0,9179.0,2018
Sinjai,66.24,281301.0,9098.0,2018
Maros,68.94,376749.0,10558.0,2018
Barru,70.05,307904.0,10622.0,2018
Bone,65.04,309076.0,8686.0,2018
Soppeng,67.6,253457.0,9291.0,2018
Wajo,68.57,297121.0,12057.0,2018
Sidenreng Rappang,70.6,299332.0,11834.0,2018
Pinrang,70.62,280746.0,11508.0,2018
Enrekang,72.15,312674.0,10683.0,2018
Luwu,69.6,305722.0,9705.0,2018
Tana Toraja,67.66,299570.0,7087.0,2018
Luwu Utara,68.79,329967.0,11429.0,2018
Luwu Timur,72.16,315478.0,12346.0,2018
Toraja Utara,68.49,309806.0,7783.0,2018
Kota Parepare,77.19,308337.0,13303.0,2018
Kota Palopo,77.3,292602.0,12662.0,2018
Buton,65.08,233201.0,7209.0,2018
Muna,68.47,314928.0,8098.0,2018
Konawe,70.72,283109.0,10004.0,2018
Kolaka,72.07,349388.0,12384.0,2018
Konawe Selatan,67.51,219979.0,8914.0,2018
Bombana,65.04,288201.0,8190.0,2018
Wakatobi,68.52,256308.0,9136.0,2018
Kolaka Utara,68.44,453994.0,10133.0,2018
Buton Utara,67.13,306437.0,7393.0,2018
Konawe Utara,68.5,260861.0,9050.0,2018
Kolaka Timur,65.53,345216.0,7606.0,2018
Konawe Kepulauan,64.36,294035.0,6601.0,2018
Muna Barat,64.11,315009.0,7405.0,2018
Buton Tengah,63.46,231289.0,7160.0,2018
Buton Selatan,63.47,214859.0,7192.0,2018
Kota Kendari,82.22,327976.0,14168.0,2018
Kota Baubau,74.67,311509.0,10374.0,2018
Boalemo,64.99,368860.0,8654.0,2018
Gorontalo,65.78,409179.0,9071.0,2018
Pohuwato,64.44,263617.0,10076.0,2018
Bone Bolango,69.06,363982.0,9827.0,2018
Gorontalo Utara,64.06,267806.0,8780.0,2018
Kota Gorontalo,76.53,482585.0,11908.0,2018
Majene,66.01,349522.0,9904.0,2018
Polewali Mandar,63.14,366355.0,8355.0,2018
Mamasa,64.66,249103.0,7597.0,2018
Mamuju,67.11,252429.0,9308.0,2018
Mamuju Tengah,64.43,236699.0,8243.0,2018
Maluku Tenggara,65.53,436927.0,7481.0,2018
Maluku Tengah,70.6,431512.0,10106.0,2018
Buru,68.25,420083.0,10203.0,2018
Kepulauan Aru,63.12,412665.0,7518.0,2018
Seram Bagian Barat,65.14,359085.0,8543.0,2018
Seram Bagian Timur,62.98,341261.0,9268.0,2018
Maluku Barat Daya,60.64,441211.0,6721.0,2018
Buru Selatan,63.62,542747.0,7506.0,2018
Kota Ambon,80.24,532719.0,13993.0,2018
Kota Tual,67.21,510231.0,7323.0,2018
Halmahera Barat,64.54,316381.0,7418.0,2018
Halmahera Tengah,64.66,429805.0,7885.0,2018
Kepulauan Sula,62.96,337543.0,7044.0,2018
Halmahera Selatan,63.39,290627.0,7156.0,2018
Halmahera Utara,67.3,228092.0,7519.0,2018
Halmahera Timur,66.2,510899.0,7969.0,2018
Pulau Morotai,61.39,249242.0,6294.0,2018
Pulau Taliabu,59.67,360955.0,6455.0,2018
Kota Ternate,79.13,537524.0,13166.0,2018
Kota Tidore Kepulauan,69.89,404721.0,8232.0,2018
Fakfak,66.99,498184.0,7357.0,2018
Kaimana,63.67,386576.0,8071.0,2018
Teluk Wondama,58.86,508345.0,7927.0,2018
Teluk Bintuni,63.13,587770.0,9622.0,2018
Manokwari,71.17,575114.0,11789.0,2018
Sorong Selatan,61.01,306803.0,6062.0,2018
Sorong,64.32,339187.0,7240.0,2018
Raja Ampat,62.84,326050.0,7760.0,2018
Tambrauw,51.95,329708.0,4859.0,2018
Maybrat,58.16,335912.0,5168.0,2018
Manokwari Selatan,58.84,578734.0,5225.0,2018
Pegunungan Arfak,55.31,589168.0,4979.0,2018
Kota Sorong,77.35,668533.0,13484.0,2018
Merauke,69.38,345965.0,10430.0,2018
Jayawijaya,56.82,409846.0,7637.0,2018
Jayapura,71.25,549489.0,10160.0,2018
Nabire,67.7,579470.0,9143.0,2018
Kepulauan Yapen,67.0,600161.0,7739.0,2018
Biak Numfor,71.96,528498.0,9969.0,2018
Paniai,55.83,465658.0,6535.0,2018
Puncak Jaya,47.39,589022.0,5459.0,2018
Mimika,73.15,762184.0,11700.0,2018
Boven Digoel,60.83,452723.0,8211.0,2018
Mappi,57.72,301237.0,6268.0,2018
Asmat,49.37,354478.0,5882.0,2018
Yahukimo,48.51,379628.0,4737.0,2018
Pegunungan Bintang,44.22,511229.0,5578.0,2018
Tolikara,48.85,371589.0,4946.0,2018
Sarmi,63.0,472720.0,6814.0,2018
Keerom,65.75,597230.0,8918.0,2018
Waropen,64.8,632478.0,6978.0,2018
Supiori,61.84,434625.0,5769.0,2018
Mamberamo Raya,51.24,666886.0,4755.0,2018
Nduga,29.42,331445.0,4131.0,2018
Lanny Jaya,47.34,451802.0,4517.0,2018
Mamberamo Tengah,46.41,375753.0,4609.0,2018
Yalimo,47.13,320971.0,4799.0,2018
Puncak,41.81,611369.0,5506.0,2018
Dogiyai,54.44,477674.0,5522.0,2018
Intan Jaya,46.55,606138.0,5440.0,2018
Deiyai,49.55,561857.0,4761.0,2018
Kota Jayapura,79.58,944479.0,14922.0,2018
Simeulue,65.7,404739.0,7210.0,2019
Aceh Singkil,68.91,450217.0,8715.0,2019
Aceh Selatan,66.9,369107.0,8187.0,2019
Aceh Tenggara,69.36,357015.0,8067.0,2019
Aceh Timur,67.39,417715.0,8600.0,2019
Aceh Tengah,73.14,468577.0,10782.0,2019
Aceh Barat,71.22,471058.0,9692.0,2019
Aceh Besar,73.55,447563.0,9661.0,2019
Pidie,70.41,462059.0,9824.0,2019
Bireuen,72.27,393198.0,8889.0,2019
Aceh Utara,69.22,353856.0,8189.0,2019
Aceh Barat Daya,66.56,358059.0,8491.0,2019
Gayo Lues,66.87,387893.0,8845.0,2019
Aceh Tamiang,69.23,437991.0,8362.0,2019
Nagan Raya,69.11,446144.0,8348.0,2019
Aceh Jaya,69.74,391677.0,9682.0,2019
Bener Meriah,72.97,431643.0,11124.0,2019
Pidie Jaya,72.87,455995.0,10364.0,2019
Kota Banda Aceh,85.07,628493.0,16892.0,2019
Kota Sabang,75.77,563100.0,11444.0,2019
Kota Langsa,77.16,380906.0,12099.0,2019
Kota Lhokseumawe,77.3,376832.0,11421.0,2019
Kota Subulussalam,64.46,351093.0,7463.0,2019
Nias,61.65,361698.0,7042.0,2019
Mandailing Natal,66.52,356058.0,9900.0,2019
Tapanuli Selatan,69.75,364798.0,11410.0,2019
Tapanuli Tengah,68.86,376474.0,10175.0,2019
Tapanuli Utara,73.33,377948.0,11791.0,2019
Labuhan Batu,71.94,389402.0,11193.0,2019
Asahan,69.92,330460.0,10983.0,2019
Simalungun,72.98,359540.0,11422.0,2019
Dairi,71.42,341511.0,10602.0,2019
Karo,74.25,460870.0,12474.0,2019
Deli Serdang,75.43,390440.0,12317.0,2019
Langkat,70.76,392050.0,11208.0,2019
Nias Selatan,61.59,279468.0,7105.0,2019
Humbang Hasundutan,68.83,336500.0,7902.0,2019
Pakpak Bharat,67.47,287654.0,8402.0,2019
Samosir,70.55,315825.0,8654.0,2019
Serdang Bedagai,70.21,382283.0,11061.0,2019
Batu Bara,68.35,408417.0,10575.0,2019
Padang Lawas Utara,69.29,342885.0,10194.0,2019
Padang Lawas,68.16,332350.0,9100.0,2019
Labuhan Batu Selatan,71.39,368205.0,11553.0,2019
Labuhan Batu Utara,71.43,422063.0,11957.0,2019
Nias Utara,61.98,390564.0,6245.0,2019
Nias Barat,61.14,393450.0,6009.0,2019
Kota Sibolga,73.41,425236.0,11656.0,2019
Kota Tanjung Balai,68.51,421671.0,11383.0,2019
Kota Pematang Siantar,78.57,502726.0,12571.0,2019
Kota Tebing Tinggi,75.08,460533.0,12895.0,2019
Kota Medan,80.97,532055.0,15033.0,2019
Kota Binjai,75.89,403798.0,11260.0,2019
Kota Padangsidimpuan,75.06,382884.0,11181.0,2019
Kota Gunungsitoli,69.3,339671.0,8058.0,2019
Kepulauan Mentawai,61.26,310033.0,6429.0,2019
Pesisir Selatan,70.08,431817.0,9444.0,2019
Solok,69.08,415649.0,10309.0,2019
Sijunjung,67.66,400861.0,10395.0,2019
Tanah Datar,72.14,379041.0,10709.0,2019
Padang Pariaman,70.59,411182.0,11158.0,2019
Agam,72.37,379304.0,9780.0,2019
Lima Puluh Kota,69.67,403030.0,9842.0,2019
Pasaman,66.46,347153.0,8599.0,2019
Solok Selatan,68.94,387438.0,10505.0,2019
Dharmasraya,71.52,439117.0,11431.0,2019
Pasaman Barat,68.21,417742.0,9180.0,2019
Kota Padang,82.68,534857.0,14728.0,2019
Kota Solok,78.38,440618.0,12337.0,2019
Kota Sawah Lunto,72.39,374615.0,10238.0,2019
Kota Padang Panjang,78.0,450377.0,11013.0,2019
Kota Bukittinggi,80.71,475755.0,13586.0,2019
Kota Payakumbuh,78.95,482184.0,13464.0,2019
Kota Pariaman,76.7,446514.0,12958.0,2019
Kuantan Singingi,70.78,545403.0,10820.0,2019
Indragiri Hulu,70.05,474298.0,10738.0,2019
Indragiri Hilir,66.84,450728.0,10382.0,2019
Pelalawan,71.85,534078.0,12149.0,2019
Siak,74.07,443868.0,12347.0,2019
Kampar,73.15,434601.0,11232.0,2019
Rokan Hulu,69.93,488401.0,9979.0,2019
Bengkalis,73.44,533123.0,11753.0,2019
Rokan Hilir,69.4,388701.0,9672.0,2019
Kepulauan Meranti,65.93,483377.0,8358.0,2019
Kota Pekanbaru,81.35,516368.0,15206.0,2019
Kota Dumai,74.64,439152.0,12453.0,2019
Kerinci,70.95,356059.0,10198.0,2019
Merangin,69.07,406466.0,10312.0,2019
Sarolangun,69.72,424223.0,11679.0,2019
Batang Hari,69.67,420227.0,10038.0,2019
Muaro Jambi,69.01,375372.0,8697.0,2019
Tanjung Jabung Timur,63.92,374735.0,9192.0,2019
Tanjung Jabung Barat,67.54,364012.0,9539.0,2019
Tebo,69.02,404473.0,10555.0,2019
Bungo,69.86,390439.0,11662.0,2019
Kota Jambi,78.26,488034.0,12205.0,2019
Kota Sungai Penuh,75.36,373673.0,10510.0,2019
Ogan Komering Ulu,69.45,428200.0,10261.0,2019
Ogan Komering Ilir,66.96,347121.0,11032.0,2019
Muara Enim,68.88,367761.0,11285.0,2019
Lahat,67.62,428309.0,10071.0,2019
Musi Rawas,66.92,437854.0,9795.0,2019
Musi Banyuasin,67.83,486476.0,10364.0,2019
Banyu Asin,66.9,397496.0,10135.0,2019
Ogan Komering Ulu Selatan,65.43,319333.0,8830.0,2019
Ogan Komering Ulu Timur,69.34,321629.0,11753.0,2019
Ogan Ilir,67.22,433616.0,10777.0,2019
Empat Lawang,65.1,315699.0,9594.0,2019
Penukal Abab Lematang Ilir,64.33,388208.0,8400.0,2019
Musi Rawas Utara,64.32,470485.0,10223.0,2019
Kota Palembang,78.44,521489.0,15087.0,2019
Kota Prabumulih,74.4,541648.0,13072.0,2019
Kota Pagar Alam,68.44,328745.0,9291.0,2019
Kota Lubuklinggau,74.81,477756.0,13586.0,2019
Bengkulu Selatan,70.27,377823.0,9813.0,2019
Rejang Lebong,70.1,449999.0,10162.0,2019
Bengkulu Utara,68.8,369367.0,10336.0,2019
Kaur,66.78,322815.0,8594.0,2019
Seluma,66.69,386321.0,8209.0,2019
Mukomuko,68.12,426737.0,10381.0,2019
Lebong,66.84,404368.0,11177.0,2019
Kepahiang,67.67,374568.0,9243.0,2019
Bengkulu Tengah,67.3,406137.0,9435.0,2019
Kota Bengkulu,80.35,660442.0,14030.0,2019
Lampung Barat,67.5,400662.0,9970.0,2019
Tanggamus,66.37,359580.0,9294.0,2019
Lampung Selatan,68.22,389236.0,9978.0,2019
Lampung Timur,69.34,360610.0,10028.0,2019
Lampung Tengah,70.04,394338.0,11154.0,2019
Lampung Utara,67.63,400248.0,8779.0,2019
Way Kanan,67.19,341012.0,9292.0,2019
Tulangbawang,68.23,393676.0,10797.0,2019
Pesawaran,65.75,372649.0,8059.0,2019
Pringsewu,69.97,422691.0,10289.0,2019
Mesuji,63.52,382020.0,8144.0,2019
Tulang Bawang Barat,65.93,391096.0,8532.0,2019
Pesisir Barat,63.79,407290.0,8652.0,2019
Kota Bandar Lampung,77.33,588177.0,12255.0,2019
Kota Metro,76.77,371636.0,12017.0,2019
Bangka,72.39,541925.0,12480.0,2019
Belitung,72.46,766276.0,13662.0,2019
Bangka Barat,69.05,549496.0,12275.0,2019
Bangka Tengah,70.33,693842.0,13070.0,2019
Bangka Selatan,66.54,523155.0,11910.0,2019
Belitung Timur,70.84,684277.0,11831.0,2019
Kota Pangkal Pinang,77.97,748487.0,15883.0,2019
Karimun,71.1,376853.0,12136.0,2019
Bintan,73.98,384396.0,14730.0,2019
Natuna,72.63,378573.0,14821.0,2019
Lingga,64.98,429764.0,12091.0,2019
Kepulauan Anambas,68.48,382449.0,12065.0,2019
Kota Batam,81.09,686956.0,18146.0,2019
Kota Tanjung Pinang,78.73,659170.0,15838.0,2019
Kota Jakarta Selatan,84.75,729256.0,23851.0,2019
Kota Jakarta Timur,82.69,539510.0,17662.0,2019
Kota Jakarta Pusat,81.24,625177.0,17285.0,2019
Kota Jakarta Barat,81.21,517646.0,20875.0,2019
Kota Jakarta Utara,80.17,549506.0,18566.0,2019
Bogor,70.65,373799.0,10683.0,2019
Sukabumi,66.87,309676.0,8973.0,2019
Cianjur,65.38,350760.0,8290.0,2019
Bandung,72.41,345177.0,10502.0,2019
Garut,66.22,301202.0,8099.0,2019
Tasikmalaya,65.64,311848.0,8092.0,2019
Ciamis,70.39,363750.0,9557.0,2019
Kuningan,69.12,340775.0,9673.0,2019
Cirebon,68.69,381372.0,10670.0,2019
Majalengka,67.52,445184.0,9822.0,2019
Sumedang,71.46,342073.0,10406.0,2019
Indramayu,66.97,458240.0,10090.0,2019
Subang,68.69,339607.0,11012.0,2019
Purwakarta,70.67,367273.0,11819.0,2019
Karawang,70.86,440347.0,11856.0,2019
Bekasi,73.99,481732.0,11610.0,2019
Bandung Barat,68.27,341307.0,8684.0,2019
Pangandaran,68.21,367748.0,9423.0,2019
Kota Bogor,76.23,513343.0,11825.0,2019
Kota Sukabumi,74.31,520742.0,11204.0,2019
Kota Bandung,81.62,474448.0,17254.0,2019
Kota Cirebon,74.92,444574.0,11930.0,2019
Kota Bekasi,81.59,617718.0,16157.0,2019
Kota Depok,80.82,644860.0,15696.0,2019
Kota Cimahi,78.11,484804.0,12448.0,2019
Kota Tasikmalaya,72.84,457899.0,10414.0,2019
Kota Banjar,71.75,334590.0,10705.0,2019
Cilacap,69.98,337572.0,10639.0,2019
Banyumas,71.96,385140.0,11703.0,2019
Purbalingga,68.99,355702.0,10131.0,2019
Banjarnegara,67.34,301792.0,9547.0,2019
Kebumen,69.6,362847.0,9066.0,2019
Purworejo,72.5,345458.0,10342.0,2019
Wonosobo,68.27,340827.0,10871.0,2019
Magelang,69.87,325921.0,9387.0,2019
Boyolali,73.8,332996.0,13079.0,2019
Klaten,75.29,405537.0,12074.0,2019
Sukoharjo,76.84,377319.0,11557.0,2019
Wonogiri,69.98,327364.0,9426.0,2019
Karanganyar,75.89,365151.0,11569.0,2019
Sragen,73.43,335334.0,12720.0,2019
Grobogan,69.86,375521.0,10350.0,2019
Blora,68.65,335837.0,9795.0,2019
Rembang,70.15,384561.0,10551.0,2019
Pati,71.35,423922.0,10660.0,2019
Kudus,74.94,406470.0,11318.0,2019
Jepara,71.88,386693.0,10609.0,2019
Demak,71.87,411202.0,10344.0,2019
Semarang,74.14,377674.0,12116.0,2019
Temanggung,69.56,310176.0,9489.0,2019
Kendal,71.97,369769.0,11597.0,2019
Batang,68.42,286116.0,9573.0,2019
Pekalongan,69.71,382832.0,10508.0,2019
Pemalang,66.32,372115.0,8546.0,2019
Tegal,68.24,365334.0,9798.0,2019
Brebes,66.12,414642.0,10238.0,2019
Kota Magelang,78.8,481282.0,12514.0,2019
Kota Surakarta,81.86,473516.0,15049.0,2019
Kota Salatiga,83.12,418955.0,15944.0,2019
Kota Semarang,83.19,474930.0,15550.0,2019
Kota Pekalongan,74.77,425026.0,12680.0,2019
Kota Tegal,74.93,465047.0,13250.0,2019
Kulon Progo,74.44,333781.0,10275.0,2019
Bantul,80.01,381538.0,15636.0,2019
Gunung Kidul,69.96,301125.0,9612.0,2019
Sleman,83.85,382868.0,16434.0,2019
Kota Yogyakarta,86.65,495562.0,19125.0,2019
Pacitan,68.16,283321.0,9033.0,2019
Ponorogo,70.56,313175.0,9883.0,2019
Trenggalek,69.46,323787.0,9865.0,2019
Tulungagung,72.62,341651.0,10891.0,2019
Blitar,70.57,318534.0,10861.0,2019
Kediri,71.85,305491.0,11146.0,2019
Malang,70.35,329512.0,10270.0,2019
Lumajang,65.33,296633.0,9274.0,2019
Jember,66.69,339685.0,9525.0,2019
Banyuwangi,70.6,353873.0,12264.0,2019
Bondowoso,66.09,380350.0,10665.0,2019
Situbondo,67.09,305280.0,10097.0,2019
Probolinggo,65.6,417991.0,10972.0,2019
Pasuruan,68.29,335653.0,10381.0,2019
Sidoarjo,80.05,462738.0,14609.0,2019
Mojokerto,73.53,394003.0,12860.0,2019
Jombang,72.85,399633.0,11533.0,2019
Nganjuk,71.71,408160.0,12200.0,2019
Madiun,71.69,344994.0,11650.0,2019
Magetan,73.49,336989.0,11779.0,2019
Ngawi,70.41,325235.0,11468.0,2019
Bojonegoro,68.75,347786.0,10265.0,2019
Tuban,68.37,348503.0,10499.0,2019
Lamongan,72.57,380220.0,11572.0,2019
Gresik,76.1,466154.0,13295.0,2019
Bangkalan,63.79,389170.0,8718.0,2019
Sampang,61.94,346075.0,8760.0,2019
Pamekasan,65.94,332775.0,8834.0,2019
Sumenep,66.22,357473.0,9082.0,2019
Kota Kediri,78.08,471893.0,12440.0,2019
Kota Blitar,78.56,456778.0,13851.0,2019
Kota Malang,81.32,543966.0,16666.0,2019
Kota Probolinggo,73.27,501505.0,12280.0,2019
Kota Pasuruan,75.25,434435.0,13393.0,2019
Kota Mojokerto,77.96,467997.0,13710.0,2019
Kota Madiun,80.88,478304.0,16040.0,2019
Kota Surabaya,82.22,567474.0,17854.0,2019
Kota Batu,75.88,501016.0,12870.0,2019
Pandeglang,64.91,326517.0,8719.0,2019
Lebak,63.88,298201.0,8850.0,2019
Tangerang,71.93,476636.0,12476.0,2019
Serang,66.38,309036.0,10802.0,2019
Kota Tangerang,78.43,584318.0,14860.0,2019
Kota Cilegon,73.01,459469.0,13230.0,2019
Kota Serang,72.1,379641.0,13418.0,2019
Kota Tangerang Selatan,81.48,593781.0,15988.0,2019
Jembrana,72.35,390102.0,11902.0,2019
Tabanan,76.16,425926.0,14608.0,2019
Badung,81.59,547186.0,17628.0,2019
Gianyar,77.14,382380.0,14623.0,2019
Klungkung,71.71,312864.0,11484.0,2019
Bangli,69.35,329014.0,11369.0,2019
Buleleng,72.3,401377.0,13780.0,2019
Kota Denpasar,83.68,571246.0,19992.0,2019
Lombok Barat,68.03,431862.0,11647.0,2019
Lombok Tengah,66.36,404633.0,10196.0,2019
Lombok Timur,66.23,430727.0,9639.0,2019
Sumbawa,67.6,340254.0,9336.0,2019
Dompu,67.83,328740.0,9027.0,2019
Bima,66.37,327602.0,8631.0,2019
Sumbawa Barat,71.52,468122.0,11766.0,2019
Lombok Utara,64.49,437543.0,9279.0,2019
Kota Mataram,79.1,480304.0,15426.0,2019
Kota Bima,75.8,352593.0,11334.0,2019
Sumba Barat,63.56,331713.0,7586.0,2019
Sumba Timur,65.34,343589.0,9640.0,2019
Kupang,64.43,356463.0,7698.0,2019
Timor Tengah Selatan,62.23,318986.0,6955.0,2019
Timor Tengah Utara,63.34,363162.0,6479.0,2019
Belu,62.54,349414.0,7677.0,2019
Alor,61.03,311560.0,6958.0,2019
Lembata,64.91,359792.0,7474.0,2019
Flores Timur,64.34,279268.0,7770.0,2019
Sikka,64.75,301994.0,8313.0,2019
Ende,67.2,363508.0,9315.0,2019
Ngada,67.76,336601.0,8961.0,2019
Manggarai,64.15,316910.0,7276.0,2019
Rote Ndao,62.22,305166.0,6720.0,2019
Manggarai Barat,63.5,318546.0,7602.0,2019
Sumba Tengah,61.01,285048.0,6198.0,2019
Sumba Barat Daya,62.6,355252.0,6594.0,2019
Nagekeo,65.88,328646.0,8469.0,2019
Manggarai Timur,60.47,318762.0,5919.0,2019
Sabu Raijua,56.66,374256.0,5354.0,2019
Malaka,60.34,348919.0,5998.0,2019
Kota Kupang,79.55,545219.0,13592.0,2019
Sambas,67.02,427240.0,9924.0,2019
Bengkayang,67.57,357112.0,9182.0,2019
Landak,65.96,374117.0,7403.0,2019
Sanggau,65.67,328763.0,8410.0,2019
Ketapang,67.16,454160.0,9259.0,2019
Sintang,66.7,556885.0,8823.0,2019
Kapuas Hulu,65.65,452471.0,7206.0,2019
Sekadau,64.34,329835.0,7640.0,2019
Melawi,65.54,534933.0,8465.0,2019
Kayong Utara,62.66,302811.0,7905.0,2019
Kubu Raya,67.76,401586.0,8773.0,2019
Kota Pontianak,79.35,523736.0,14515.0,2019
Kota Singkawang,71.72,492131.0,11789.0,2019
Kotawaringin Barat,72.85,360942.0,13175.0,2019
Kotawaringin Timur,71.16,416777.0,11905.0,2019
Kapuas,69.38,305809.0,11063.0,2019
Barito Selatan,70.1,408072.0,11582.0,2019
Barito Utara,70.52,472552.0,10010.0,2019
Sukamara,67.95,469353.0,8738.0,2019
Lamandau,70.51,430656.0,11278.0,2019
Seruyan,67.57,454971.0,9385.0,2019
Katingan,68.55,434609.0,10639.0,2019
Pulang Pisau,68.34,365674.0,10104.0,2019
Gunung Mas,70.65,403045.0,10822.0,2019
Barito Timur,71.34,487185.0,11333.0,2019
Murung Raya,67.89,462334.0,10471.0,2019
Kota Palangka Raya,80.77,379420.0,14091.0,2019
Tanah Laut,69.04,480010.0,11318.0,2019
Banjar,68.94,429422.0,12681.0,2019
Barito Kuala,66.24,318995.0,9952.0,2019
Tapin,70.13,406367.0,12088.0,2019
Hulu Sungai Selatan,68.8,461581.0,12835.0,2019
Hulu Sungai Tengah,68.8,365008.0,12257.0,2019
Hulu Sungai Utara,65.49,436997.0,9772.0,2019
Tabalong,71.78,463980.0,11476.0,2019
Tanah Bumbu,70.5,475763.0,12025.0,2019
Balangan,68.39,396532.0,11557.0,2019
Kota Banjarmasin,77.16,509773.0,14547.0,2019
Kota Banjar Baru,79.22,614757.0,13949.0,2019
Paser,72.29,477440.0,10767.0,2019
Kutai Barat,71.63,542393.0,10338.0,2019
Kutai Kartanegara,73.78,503968.0,11152.0,2019
Kutai Timur,73.49,569449.0,11196.0,2019
Berau,74.88,526615.0,12726.0,2019
