kabupaten_kota,ipm,garis_kemiskinan,pengeluaran_perkapita,tahun
Jeneponto,65.13,384299.0,9425.0,2022
Takalar,68.31,399062.0,10746.0,2022
Gowa,70.99,429222.0,9812.0,2022
Sinjai,68.33,374226.0,9726.0,2022
Maros,71.0,450275.0,11403.0,2022
Barru,71.53,368150.0,11275.0,2022
Bone,67.01,380513.0,9277.0,2022
Soppeng,69.7,365650.0,9756.0,2022
Wajo,70.26,375022.0,12729.0,2022
Sidenreng Rappang,72.06,383134.0,12379.0,2022
Pinrang,71.97,366808.0,12102.0,2022
Enrekang,73.39,371669.0,11183.0,2022
Luwu,71.36,381015.0,10308.0,2022
Tana Toraja,69.88,366753.0,7584.0,2022
Luwu Utara,70.51,382251.0,12105.0,2022
Luwu Timur,73.92,394158.0,13058.0,2022
Toraja Utara,70.36,364343.0,8494.0,2022
Kota Parepare,78.54,402126.0,14027.0,2022
Kota Palopo,78.91,403144.0,13404.0,2022
Buton,67.23,279627.0,7594.0,2022
Muna,69.61,387114.0,8328.0,2022
Konawe,72.04,363645.0,10552.0,2022
Kolaka,73.98,448100.0,12639.0,2022
Konawe Selatan,69.36,294510.0,9347.0,2022
Bombana,66.81,368576.0,8680.0,2022
Wakatobi,70.85,319981.0,9758.0,2022
Kolaka Utara,70.39,511972.0,10721.0,2022
Buton Utara,69.0,373792.0,7935.0,2022
Konawe Utara,71.1,340061.0,9666.0,2022
Kolaka Timur,68.73,458563.0,8155.0,2022
Konawe Kepulauan,66.69,370692.0,7192.0,2022
Muna Barat,66.21,382129.0,7668.0,2022
Buton Tengah,65.29,275058.0,7670.0,2022
Buton Selatan,65.44,264666.0,7476.0,2022
Kota Kendari,84.51,454846.0,14765.0,2022
Kota Baubau,76.67,376932.0,10835.0,2022
Boalemo,67.27,472906.0,9543.0,2022
Gorontalo,68.28,531294.0,9850.0,2022
Pohuwato,66.53,345924.0,10913.0,2022
Bone Bolango,70.9,475874.0,10676.0,2022
Gorontalo Utara,66.01,346557.0,9636.0,2022
Kota Gorontalo,78.22,643531.0,13077.0,2022
Majene,67.84,433111.0,10152.0,2022
Polewali Mandar,64.79,452836.0,8726.0,2022
Mamasa,67.21,312206.0,7837.0,2022
Mamuju,68.88,319586.0,9668.0,2022
Mamuju Tengah,66.89,290030.0,8633.0,2022
Maluku Tenggara,66.88,595041.0,7795.0,2022
Maluku Tengah,71.81,542782.0,10406.0,2022
Buru,69.94,530858.0,10414.0,2022
Kepulauan Aru,64.21,562416.0,7733.0,2022
Seram Bagian Barat,66.67,449297.0,8890.0,2022
Seram Bagian Timur,65.05,421902.0,9591.0,2022
Maluku Barat Daya,63.07,586021.0,7010.0,2022
Buru Selatan,65.37,677044.0,7716.0,2022
Kota Ambon,81.63,661016.0,14405.0,2022
Kota Tual,68.6,640542.0,7519.0,2022
Halmahera Barat,66.2,379108.0,7636.0,2022
Halmahera Tengah,66.49,507555.0,8212.0,2022
Kepulauan Sula,64.7,414512.0,7417.0,2022
Halmahera Selatan,65.06,362100.0,7479.0,2022
Halmahera Utara,68.38,301041.0,7774.0,2022
Halmahera Timur,67.93,624983.0,8230.0,2022
Pulau Morotai,63.8,301712.0,6767.0,2022
Pulau Taliabu,61.64,448735.0,6623.0,2022
Kota Ternate,80.81,661459.0,13586.0,2022
Kota Tidore Kepulauan,71.55,484983.0,8586.0,2022
Fakfak,69.12,628418.0,7678.0,2022
Kaimana,66.11,511011.0,8453.0,2022
Teluk Wondama,60.87,614573.0,8177.0,2022
Teluk Bintuni,65.27,716834.0,9979.0,2022
Manokwari,72.6,690028.0,12179.0,2022
Sorong Selatan,63.08,422694.0,6342.0,2022
Sorong,66.69,466380.0,7607.0,2022
Raja Ampat,64.65,464797.0,8187.0,2022
Tambrauw,54.63,485342.0,5084.0,2022
Maybrat,60.49,479977.0,5425.0,2022
Manokwari Selatan,60.68,702674.0,5691.0,2022
Pegunungan Arfak,57.01,706497.0,5204.0,2022
Kota Sorong,78.98,827339.0,13874.0,2022
Raja Ampat,64.65,464797.0,8187.0,2022
Sorong,66.69,466380.0,7607.0,2022
Sorong Selatan,63.08,422694.0,6342.0,2022
Maybrat,60.49,479977.0,5425.0,2022
Tambrauw,54.63,485342.0,5084.0,2022
Kota Sorong,78.98,827339.0,13874.0,2022
Merauke,71.24,408710.0,10424.0,2022
Jayawijaya,59.6,524173.0,7765.0,2022
Jayapura,72.67,651581.0,10230.0,2022
Nabire,69.91,705953.0,9040.0,2022
Kepulauan Yapen,68.41,716343.0,7685.0,2022
Biak Numfor,72.85,627921.0,9788.0,2022
Paniai,57.14,591595.0,6554.0,2022
Puncak Jaya,49.84,744762.0,5422.0,2022
Mimika,75.08,1002327.0,11647.0,2022
Boven Digoel,62.52,550445.0,8086.0,2022
Mappi,59.61,402212.0,6550.0,2022
Asmat,52.22,424978.0,5860.0,2022
Yahukimo,50.25,496222.0,5101.0,2022
Pegunungan Bintang,47.21,692059.0,5618.0,2022
Tolikara,50.51,472692.0,5079.0,2022
Sarmi,64.86,584626.0,6864.0,2022
Keerom,67.24,744805.0,9153.0,2022
Waropen,65.67,769979.0,6919.0,2022
Supiori,63.65,526482.0,5904.0,2022
Mamberamo Raya,53.1,803286.0,4806.0,2022
Nduga,34.1,420185.0,4190.0,2022
Lanny Jaya,49.62,564670.0,4559.0,2022
Mamberamo Tengah,49.25,475436.0,4630.0,2022
Yalimo,49.9,395868.0,4802.0,2022
Puncak,43.87,754778.0,5583.0,2022
Dogiyai,55.72,592213.0,5705.0,2022
Intan Jaya,49.25,769993.0,5624.0,2022
Deiyai,50.42,647902.0,4808.0,2022
Kota Jayapura,80.61,1099019.0,15189.0,2022
Merauke,71.24,408710.0,10424.0,2022
Boven Digoel,62.52,550445.0,8086.0,2022
Mappi,59.61,402212.0,6550.0,2022
Asmat,52.22,424978.0,5860.0,2022
Mimika,75.08,1002327.0,11647.0,2022
Dogiyai,55.72,592213.0,5705.0,2022
Deiyai,50.42,647902.0,4808.0,2022
Nabire,69.91,705953.0,9040.0,2022
Paniai,57.14,591595.0,6554.0,2022
Intan Jaya,49.25,769993.0,5624.0,2022
Puncak,43.87,754778.0,5583.0,2022
Puncak Jaya,49.84,744762.0,5422.0,2022
Nduga,34.1,420185.0,4190.0,2022
Jayawijaya,59.6,524173.0,7765.0,2022
Lanny Jaya,49.62,564670.0,4559.0,2022
Tolikara,50.51,472692.0,5079.0,2022
Mamberamo Tengah,49.25,475436.0,4630.0,2022
Yalimo,49.9,395868.0,4802.0,2022
Yahukimo,50.25,496222.0,5101.0,2022
Pegunungan Bintang,47.21,692059.0,5618.0,2022
Simeulue,68.06,538693.0,7686.0,2023
Aceh Singkil,70.14,568691.0,9374.0,2023
Aceh Selatan,68.44,494565.0,8712.0,2023
Aceh Tenggara,71.05,471301.0,8566.0,2023
Aceh Timur,69.32,530934.0,9436.0,2023
Aceh Tengah,74.6,584863.0,11323.0,2023
Aceh Barat,72.88,616091.0,10085.0,2023
Aceh Besar,74.53,564431.0,10309.0,2023
Pidie,71.66,579450.0,10584.0,2023
Bireuen,73.63,486667.0,9758.0,2023
Aceh Utara,70.87,454361.0,8970.0,2023
Aceh Barat Daya,68.07,474127.0,9043.0,2023
Gayo Lues,68.93,514836.0,9407.0,2023
Aceh Tamiang,71.35,555387.0,9050.0,2023
Nagan Raya,70.78,594374.0,9062.0,2023
Aceh Jaya,70.88,515244.0,10461.0,2023
Bener Meriah,74.49,551868.0,11855.0,2023
Pidie Jaya,74.8,572452.0,11005.0,2023
Kota Banda Aceh,86.69,814530.0,17521.0,2023
Kota Sabang,77.52,715446.0,12137.0,2023
Kota Langsa,78.36,512319.0,12678.0,2023
Kota Lhokseumawe,78.92,498431.0,12125.0,2023
Kota Subulussalam,67.1,487777.0,8065.0,2023
Nias,64.56,485533.0,7301.0,2023
Mandailing Natal,68.56,487436.0,10251.0,2023
Tapanuli Selatan,71.55,480834.0,11829.0,2023
Tapanuli Tengah,70.91,489760.0,10690.0,2023
Tapanuli Utara,74.65,499881.0,12115.0,2023
Labuhan Batu,73.69,524240.0,11670.0,2023
Asahan,71.56,427293.0,11795.0,2023
Simalungun,74.29,467926.0,11746.0,2023
Dairi,73.27,463360.0,10969.0,2023
Karo,75.98,606244.0,12779.0,2023
Deli Serdang,76.52,479509.0,12890.0,2023
Langkat,72.21,483543.0,11632.0,2023
Nias Selatan,64.12,379929.0,7299.0,2023
Humbang Hasundutan,70.75,451625.0,8476.0,2023
Pakpak Bharat,69.58,384812.0,8764.0,2023
Samosir,72.08,425875.0,9158.0,2023
Serdang Bedagai,71.75,503955.0,11695.0,2023
Batu Bara,70.31,556529.0,10933.0,2023
Padang Lawas Utara,71.63,467457.0,10615.0,2023
Padang Lawas,70.34,449217.0,9395.0,2023
Labuhan Batu Selatan,72.82,486275.0,11950.0,2023
Labuhan Batu Utara,73.63,573783.0,12429.0,2023
Nias Utara,64.64,501443.0,6788.0,2023
Nias Barat,63.7,520543.0,6382.0,2023
Kota Sibolga,75.2,568188.0,12285.0,2023
Kota Tanjung Balai,70.59,554065.0,11753.0,2023
Kota Pematang Siantar,80.46,670183.0,12984.0,2023
Kota Tebing Tinggi,76.98,623531.0,13385.0,2023
Kota Medan,82.19,651901.0,15674.0,2023
Kota Binjai,77.6,538638.0,11567.0,2023
Kota Padangsidimpuan,76.44,523244.0,11552.0,2023
Kota Gunungsitoli,70.68,459787.0,8635.0,2023
Kepulauan Mentawai,63.13,421113.0,6891.0,2023
Pesisir Selatan,71.44,554057.0,9953.0,2023
Solok,70.63,532900.0,10717.0,2023
Sijunjung,69.65,529460.0,11018.0,2023
Tanah Datar,73.98,515587.0,10905.0,2023
Padang Pariaman,72.61,548147.0,11432.0,2023
Agam,73.98,530290.0,10402.0,2023
Lima Puluh Kota,70.7,553068.0,10285.0,2023
Pasaman,68.13,472703.0,8908.0,2023
Solok Selatan,70.58,516004.0,10884.0,2023
Dharmasraya,73.04,581058.0,11901.0,2023
Pasaman Barat,70.19,596225.0,9538.0,2023
Kota Padang,83.58,698720.0,15089.0,2023
Kota Solok,79.58,538682.0,12709.0,2023
Kota Sawah Lunto,74.42,487610.0,10829.0,2023
Kota Padang Panjang,79.26,599681.0,11310.0,2023
Kota Bukittinggi,81.78,619896.0,13859.0,2023
Kota Payakumbuh,79.97,616357.0,13978.0,2023
Kota Pariaman,78.13,576455.0,13355.0,2023
Kuantan Singingi,71.67,693493.0,10945.0,2023
Indragiri Hulu,71.04,626671.0,10957.0,2023
Indragiri Hilir,67.98,597122.0,10659.0,2023
Pelalawan,73.59,689786.0,12399.0,2023
Siak,74.98,558867.0,12637.0,2023
Kampar,74.24,547696.0,11662.0,2023
Rokan Hulu,71.02,647599.0,10055.0,2023
Bengkalis,74.97,713826.0,12153.0,2023
Rokan Hilir,70.78,511610.0,10097.0,2023
Kepulauan Meranti,67.28,623576.0,8613.0,2023
Kota Pekanbaru,82.38,712000.0,14983.0,2023
Kota Dumai,75.66,601348.0,12457.0,2023
Kerinci,72.54,485838.0,10965.0,2023
Merangin,70.81,537492.0,10969.0,2023
Sarolangun,71.29,545939.0,12392.0,2023
Batang Hari,71.02,540168.0,10528.0,2023
Muaro Jambi,71.04,535244.0,9525.0,2023
Tanjung Jabung Timur,66.65,514905.0,9898.0,2023
Tanjung Jabung Barat,69.35,499318.0,10229.0,2023
Tebo,70.63,528310.0,10894.0,2023
Bungo,71.06,517119.0,12224.0,2023
Kota Jambi,80.15,667447.0,12783.0,2023
Kota Sungai Penuh,76.65,491568.0,11027.0,2023
Ogan Komering Ulu,71.01,548200.0,10859.0,2023
Ogan Komering Ilir,68.65,444881.0,11736.0,2023
Muara Enim,70.24,467396.0,11683.0,2023
Lahat,69.1,547203.0,10811.0,2023
Musi Rawas,68.26,564151.0,10429.0,2023
Musi Banyuasin,69.17,593258.0,10862.0,2023
Banyu Asin,68.65,509264.0,10731.0,2023
Ogan Komering Ulu Selatan,66.67,413228.0,9176.0,2023
Ogan Komering Ulu Timur,70.96,410548.0,12046.0,2023
Ogan Ilir,68.76,571657.0,11456.0,2023
Empat Lawang,66.68,411191.0,10375.0,2023
Penukal Abab Lematang Ilir,66.64,487341.0,9139.0,2023
Musi Rawas Utara,66.6,604903.0,10631.0,2023
Kota Palembang,80.02,643356.0,15592.0,2023
Kota Prabumulih,76.46,649951.0,13494.0,2023
Kota Pagar Alam,70.45,408917.0,9683.0,2023
Kota Lubuklinggau,76.19,583867.0,14211.0,2023
Bengkulu Selatan,71.91,467762.0,10657.0,2023
Rejang Lebong,72.31,566433.0,10848.0,2023
Bengkulu Utara,70.28,459171.0,11188.0,2023
Kaur,68.38,415715.0,9365.0,2023
Seluma,68.27,478617.0,8949.0,2023
Mukomuko,69.97,534660.0,11075.0,2023
Lebong,68.71,507046.0,12012.0,2023
Kepahiang,69.6,465292.0,10044.0,2023
Bengkulu Tengah,68.99,549468.0,10114.0,2023
Kota Bengkulu,81.45,810507.0,14924.0,2023
Lampung Barat,69.11,530803.0,10593.0,2023
Tanggamus,67.86,463925.0,10038.0,2023
Lampung Selatan,69.63,508494.0,10617.0,2023
Lampung Timur,71.21,465856.0,10812.0,2023
Lampung Tengah,71.6,503645.0,12195.0,2023
Lampung Utara,68.95,510098.0,9374.0,2023
Way Kanan,68.63,433471.0,9887.0,2023
Tulangbawang,70.02,522396.0,11552.0,2023
Pesawaran,67.67,491249.0,8633.0,2023
Pringsewu,71.61,555787.0,11016.0,2023
Mesuji,65.64,525183.0,8947.0,2023
Tulang Bawang Barat,67.81,511418.0,9162.0,2023
Pesisir Barat,66.0,545538.0,9102.0,2023
Kota Bandar Lampung,78.56,761790.0,13092.0,2023
Kota Metro,78.36,480830.0,12618.0,2023
Bangka,73.66,685810.0,13146.0,2023
Belitung,74.02,896948.0,14365.0,2023
Bangka Barat,70.45,681517.0,13105.0,2023
Bangka Tengah,71.71,814969.0,13643.0,2023
Bangka Selatan,68.51,669016.0,12627.0,2023
Belitung Timur,72.86,899482.0,12536.0,2023
Kota Pangkal Pinang,79.93,894224.0,16734.0,2023
Karimun,73.51,468332.0,12756.0,2023
Bintan,75.7,474674.0,14882.0,2023
Natuna,74.21,480103.0,15409.0,2023
Lingga,67.44,540936.0,12485.0,2023
Kepulauan Anambas,70.26,481718.0,12495.0,2023
Kota Batam,82.11,854465.0,18990.0,2023
Kota Tanjung Pinang,80.23,771584.0,16213.0,2023
Kota Jakarta Selatan,86.07,891580.0,24975.0,2023
Kota Jakarta Timur,84.13,669713.0,18712.0,2023
Kota Jakarta Pusat,82.53,784679.0,18202.0,2023
Kota Jakarta Barat,83.02,657247.0,21709.0,2023
Kota Jakarta Utara,81.11,684557.0,19617.0,2023
Bogor,71.78,482174.0,11153.0,2023
Sukabumi,68.49,392705.0,9482.0,2023
Cianjur,66.55,437327.0,8626.0,2023
Bandung,73.74,426069.0,11018.0,2023
Garut,68.11,367681.0,8685.0,2023
Tasikmalaya,67.76,378958.0,8562.0,2023
Ciamis,72.05,442108.0,9750.0,2023
Kuningan,70.72,402767.0,10011.0,2023
Cirebon,70.95,451853.0,11128.0,2023
Majalengka,69.13,520713.0,10340.0,2023
Sumedang,73.18,396573.0,11136.0,2023
Indramayu,69.25,532545.0,10580.0,2023
Subang,70.7,404320.0,11537.0,2023
Purwakarta,72.09,434187.0,12619.0,2023
Karawang,72.35,555889.0,12392.0,2023
Bekasi,75.76,632811.0,12123.0,2023
Bandung Barat,69.61,426355.0,9392.0,2023
Pangandaran,69.38,447242.0,9406.0,2023
Kota Bogor,77.85,661384.0,12656.0,2023
Kota Sukabumi,76.32,644276.0,11799.0,2023
Kota Bandung,83.04,591124.0,18236.0,2023
Kota Cirebon,76.46,520579.0,12506.0,2023
Kota Bekasi,83.03,795965.0,16479.0,2023
Kota Depok,82.38,804984.0,16279.0,2023
Kota Cimahi,79.46,590197.0,12883.0,2023
Kota Tasikmalaya,74.47,537497.0,11063.0,2023
Kota Banjar,73.08,408710.0,11356.0,2023
Cilacap,71.83,419429.0,11432.0,2023
Banyumas,73.86,479027.0,12492.0,2023
Purbalingga,70.24,439208.0,10964.0,2023
Banjarnegara,69.14,380046.0,10226.0,2023
Kebumen,71.37,451678.0,9734.0,2023
Purworejo,74.28,427622.0,11110.0,2023
Wonosobo,69.37,425105.0,11577.0,2023
Magelang,71.45,411129.0,10493.0,2023
Boyolali,75.41,420339.0,13716.0,2023
Klaten,77.59,488102.0,12968.0,2023
Sukoharjo,78.65,476675.0,12319.0,2023
Wonogiri,71.97,414901.0,10283.0,2023
Karanganyar,77.31,465703.0,12260.0,2023
Sragen,75.1,426482.0,13439.0,2023
Grobogan,71.49,464614.0,11083.0,2023
Blora,70.63,425135.0,10541.0,2023
Rembang,71.89,477514.0,11399.0,2023
Pati,73.59,532545.0,11385.0,2023
Kudus,76.71,520830.0,12088.0,2023
Jepara,73.85,479131.0,11306.0,2023
Demak,74.07,511145.0,11166.0,2023
Semarang,75.13,498952.0,12943.0,2023
Temanggung,71.33,388369.0,10108.0,2023
Kendal,73.86,465936.0,12755.0,2023
Batang,70.2,378858.0,10470.0,2023
Pekalongan,71.4,480934.0,11297.0,2023
Pemalang,68.03,467204.0,9587.0,2023
Tegal,70.23,470728.0,10537.0,2023
Brebes,67.95,513339.0,10993.0,2023
Kota Magelang,81.17,602794.0,13175.0,2023
Kota Surakarta,83.54,600953.0,15870.0,2023
Kota Salatiga,84.99,565031.0,16650.0,2023
Kota Semarang,84.43,642456.0,16420.0,2023
Kota Pekalongan,76.71,565998.0,14056.0,2023
Kota Tegal,77.02,623617.0,14013.0,2023
Kulon Progo,75.79,416870.0,10723.0,2023
Bantul,81.39,488340.0,16524.0,2023
Gunung Kidul,71.24,382249.0,10065.0,2023
Sleman,84.77,491652.0,16976.0,2023
Kota Yogyakarta,88.28,662267.0,19920.0,2023
Pacitan,70.19,352606.0,9681.0,2023
Ponorogo,72.5,395069.0,10658.0,2023
Trenggalek,71.73,411527.0,10465.0,2023
Tulungagung,74.61,423875.0,11565.0,2023
Blitar,72.49,387733.0,11499.0,2023
Kediri,73.96,385874.0,11952.0,2023
Malang,72.16,399647.0,10791.0,2023
Lumajang,67.87,386995.0,9720.0,2023
Jember,68.64,441171.0,10277.0,2023
Banyuwangi,72.61,448928.0,12820.0,2023
Bondowoso,67.99,494000.0,11255.0,2023
Situbondo,69.16,396587.0,10702.0,2023
Probolinggo,67.79,514274.0,11756.0,2023
Pasuruan,70.29,429624.0,11239.0,2023
Sidoarjo,81.55,571696.0,15311.0,2023
Mojokerto,75.53,486520.0,13467.0,2023
Jombang,74.6,488754.0,11999.0,2023
Nganjuk,73.71,513565.0,12821.0,2023
Madiun,72.97,437296.0,12259.0,2023
Magetan,75.41,431203.0,12495.0,2023
Ngawi,72.47,413947.0,11897.0,2023
Bojonegoro,70.85,435936.0,10776.0,2023
Tuban,70.34,454336.0,11174.0,2023
Lamongan,74.53,481969.0,12019.0,2023
Gresik,77.98,588316.0,13870.0,2023
Bangkalan,65.75,503207.0,9438.0,2023
Sampang,64.13,454716.0,9363.0,2023
Pamekasan,67.96,431127.0,9420.0,2023
Sumenep,68.61,471860.0,9807.0,2023
Kota Kediri,80.44,587723.0,13276.0,2023
Kota Blitar,80.63,568280.0,14548.0,2023
Kota Malang,83.39,674660.0,17222.0,2023
Kota Probolinggo,75.43,628380.0,12999.0,2023
Kota Pasuruan,77.17,529512.0,14250.0,2023
Kota Mojokerto,80.07,581006.0,14422.0,2023
Kota Madiun,82.71,605131.0,17115.0,2023
Kota Surabaya,83.45,718370.0,18977.0,2023
Kota Batu,78.18,613985.0,13603.0,2023
Pandeglang,66.42,455297.0,9151.0,2023
Lebak,65.21,419066.0,9130.0,2023
Tangerang,73.43,604362.0,12749.0,2023
Serang,68.39,425751.0,11320.0,2023
Kota Tangerang,79.46,746468.0,15377.0,2023
Kota Cilegon,74.54,632703.0,13663.0,2023
Kota Serang,73.48,511575.0,14088.0,2023
Kota Tangerang Selatan,82.28,782543.0,16225.0,2023
Jembrana,74.04,496435.0,12236.0,2023
Tabanan,77.43,562801.0,14832.0,2023
Badung,83.08,688018.0,17915.0,2023
Gianyar,79.24,468307.0,15047.0,2023
Klungkung,73.11,384983.0,11760.0,2023
Bangli,70.79,436928.0,11670.0,2023
Buleleng,73.97,537262.0,13987.0,2023
Kota Denpasar,84.73,778203.0,20128.0,2023
Lombok Barat,70.15,546421.0,11960.0,2023
Lombok Tengah,68.4,520852.0,10948.0,2023
Lombok Timur,68.41,546404.0,10152.0,2023
Sumbawa,69.87,441977.0,9981.0,2023
Dompu,69.98,442451.0,9404.0,2023
Bima,68.28,429327.0,8963.0,2023
Sumbawa Barat,73.17,565599.0,12214.0,2023
Lombok Utara,66.62,556462.0,9785.0,2023
Kota Mataram,80.09,616536.0,15894.0,2023
Kota Bima,77.36,471841.0,11740.0,2023
Sumba Barat,65.22,422382.0,7993.0,2023
Sumba Timur,67.05,443502.0,10008.0,2023
Kupang,65.82,471901.0,8220.0,2023
Timor Tengah Selatan,63.58,420783.0,7450.0,2023
Timor Tengah Utara,65.16,485744.0,6889.0,2023
Belu,63.83,459111.0,7907.0,2023
Alor,62.99,438013.0,7565.0,2023
Lembata,66.12,508575.0,7962.0,2023
Flores Timur,65.79,405486.0,8223.0,2023
Sikka,66.89,428352.0,8678.0,2023
Ende,68.63,518939.0,9739.0,2023
Ngada,69.14,477840.0,9350.0,2023
Manggarai,66.42,443908.0,7903.0,2023
Rote Ndao,64.0,410491.0,7061.0,2023
Manggarai Barat,65.81,444474.0,7913.0,2023
Sumba Tengah,63.48,362089.0,6484.0,2023
Sumba Barat Daya,63.74,475879.0,7080.0,2023
Nagekeo,67.07,472041.0,8706.0,2023
Manggarai Timur,63.24,446504.0,6276.0,2023
Sabu Raijua,58.89,526831.0,5899.0,2023
Malaka,62.06,458399.0,6569.0,2023
Kota Kupang,80.62,732921.0,13762.0,2023
Sambas,68.69,498209.0,11057.0,2023
Bengkayang,69.53,416148.0,9859.0,2023
Landak,68.14,451681.0,8423.0,2023
Sanggau,67.77,416112.0,9213.0,2023
Ketapang,68.68,539108.0,9984.0,2023
Sintang,68.67,644010.0,9128.0,2023
Kapuas Hulu,67.67,543301.0,8055.0,2023
Sekadau,66.33,392195.0,7981.0,2023
Melawi,67.76,640608.0,9155.0,2023
Kayong Utara,64.79,365262.0,8594.0,2023
Kubu Raya,69.6,492642.0,9605.0,2023
Kota Pontianak,81.03,677512.0,15632.0,2023
Kota Singkawang,73.39,588561.0,12457.0,2023
Kotawaringin Barat,74.04,513949.0,13798.0,2023
Kotawaringin Timur,72.21,547170.0,12546.0,2023
Kapuas,70.75,485958.0,11829.0,2023
Barito Selatan,71.65,512492.0,12067.0,2023
Barito Utara,71.84,590832.0,10720.0,2023
Sukamara,69.44,648534.0,9494.0,2023
Lamandau,71.81,634710.0,12050.0,2023
Seruyan,68.68,608186.0,10157.0,2023
Katingan,70.28,589596.0,11399.0,2023
Pulang Pisau,69.6,507058.0,10752.0,2023
Gunung Mas,72.09,526341.0,11462.0,2023
Barito Timur,72.7,623053.0,12083.0,2023
Murung Raya,69.42,607650.0,11053.0,2023
Kota Palangka Raya,81.68,530223.0,14727.0,2023
Tanah Laut,70.98,620532.0,12198.0,2023
Banjar,71.46,561521.0,13301.0,2023
Barito Kuala,68.11,417110.0,10750.0,2023
Tapin,72.0,516532.0,12776.0,2023
Hulu Sungai Selatan,70.5,547855.0,13743.0,2023
Hulu Sungai Tengah,70.13,475655.0,12782.0,2023
Hulu Sungai Utara,67.66,561429.0,10491.0,2023
Tabalong,73.85,615912.0,12507.0,2023
Tanah Bumbu,72.31,619249.0,12516.0,2023
Balangan,70.49,508157.0,11888.0,2023
Kota Banjarmasin,78.5,708617.0,15280.0,2023
Kota Banjar Baru,80.11,753899.0,14524.0,2023
Paser,74.14,600332.0,11651.0,2023
Kutai Barat,73.72,679660.0,11291.0,2023
Kutai Kartanegara,75.3,644570.0,12323.0,2023
Kutai Timur,74.98,714241.0,11961.0,2023
Berau,76.21,677819.0,13620.0,2023
Penajam Paser Utara,73.3,583239.0,12517.0,2023
Kota Balikpapan,81.66,743084.0,16195.0,2023
Kota Samarinda,82.32,850842.0,15610.0,2023
Kota Bontang,81.56,763661.0,17659.0,2023
Malinau,73.19,749933.0,10708.0,2023
Bulungan,72.72,551925.0,10205.0,2023
Tana Tidung,69.2,490400.0,8386.0,2023
Nunukan,67.7,556342.0,7787.0,2023
Kota Tarakan,77.53,819621.0,11992.0,2023
Bolaang Mongondow,69.62,394032.0,10915.0,2023
Minahasa,76.96,338802.0,13027.0,2023
Kepulauan Sangihe,72.22,313945.0,11946.0,2023
Kepulauan Talaud,71.14,352120.0,9146.0,2023
Minahasa Selatan,73.66,394739.0,12090.0,2023
Minahasa Utara,75.31,391699.0,11958.0,2023
Bolaang Mongondow Utara,68.64,316327.0,9652.0,2023
Siau Tagulandang Biaro,69.57,370423.0,8742.0,2023
Minahasa Tenggara,71.93,385636.0,11034.0,2023
Bolaang Mongondow Selatan,66.4,397381.0,9593.0,2023
Bolaang Mongondow Timur,67.95,411409.0,9741.0,2023
Kota Manado,80.14,521012.0,14822.0,2023
Kota Bitung,75.11,501139.0,12954.0,2023
Kota Tomohon,78.1,508251.0,12488.0,2023
Kota Kotamobagu,74.43,426174.0,11452.0,2023
Banggai Kepulauan,66.82,432673.0,8066.0,2023
Banggai,71.7,488788.0,10400.0,2023
Morowali,73.02,553185.0,11708.0,2023
Poso,72.48,599881.0,9622.0,2023
Donggala,66.95,421493.0,8766.0,2023
Toli-Toli,67.66,405556.0,8665.0,2023
Buol,69.57,438363.0,8678.0,2023
Parigi Moutong,67.11,531255.0,10471.0,2023
Tojo Una-Una,66.39,597788.0,8550.0,2023
Sigi,69.93,445106.0,8891.0,2023
Banggai Laut,66.93,424660.0,8470.0,2023
Morowali Utara,69.73,556204.0,9623.0,2023
Kota Palu,82.52,632261.0,15501.0,2023
Kepulauan Selayar,69.2,453432.0,9830.0,2023
Bulukumba,71.21,406882.0,11392.0,2023
Bantaeng,70.57,419677.0,12304.0,2023
Jeneponto,65.9,405280.0,9781.0,2023
Takalar,68.9,428941.0,11239.0,2023
Gowa,71.57,456719.0,10233.0,2023
Sinjai,68.92,397562.0,10180.0,2023
Maros,71.63,510040.0,11795.0,2023
Barru,72.36,400702.0,11712.0,2023
Bone,67.81,408244.0,9682.0,2023
Soppeng,70.58,398802.0,10098.0,2023
Wajo,71.1,402351.0,13192.0,2023
Sidenreng Rappang,72.71,421321.0,12739.0,2023
Pinrang,72.84,400091.0,12559.0,2023
Enrekang,73.89,408198.0,11636.0,2023
Luwu,72.16,414118.0,10691.0,2023
Tana Toraja,70.73,399202.0,8017.0,2023
Luwu Utara,71.34,414548.0,12513.0,2023
Luwu Timur,74.35,438178.0,13451.0,2023
Toraja Utara,71.23,395731.0,8871.0,2023
Kota Parepare,79.03,445032.0,14495.0,2023
Kota Palopo,79.45,442276.0,13892.0,2023
Buton,68.12,302183.0,7995.0,2023
Muna,70.16,419071.0,8703.0,2023
Konawe,72.77,400581.0,10963.0,2023
Kolaka,74.72,464000.0,13055.0,2023
Konawe Selatan,70.32,331620.0,9753.0,2023
Bombana,67.43,406706.0,9132.0,2023
Wakatobi,71.43,340151.0,10240.0,2023
Kolaka Utara,71.04,517092.0,11020.0,2023
Buton Utara,69.7,403834.0,8289.0,2023
Konawe Utara,71.71,381620.0,10113.0,2023
Kolaka Timur,69.57,513085.0,8520.0,2023
Konawe Kepulauan,67.32,393000.0,7564.0,2023
Muna Barat,67.13,412697.0,8076.0,2023
Buton Tengah,65.83,299593.0,8003.0,2023
Buton Selatan,66.15,290203.0,7936.0,2023
Kota Kendari,84.85,503369.0,15116.0,2023
